item,weight
坏人,3
还有,462
说得过去,2
老死不相往来,2
拒绝,98
人,1067
也,1237
复杂,88
摘帽子,1
其中,476
买,197
忌恨,1
称,256
这斗米,1
饭,27
讨好,3
动物,35
失踪,22
新,658
至极,7
开门,19
杀害,14
有个,53
孩子,237
情况,661
方案,166
一年,192
生命,120
坏事,8
一无所知,4
文章,159
先进,134
最,551
胸部,6
房间,35
公益,50
即可,125
首家,14
不肯,25
1,768
索取,17
后半辈子,2
出,416
应该,328
发现,483
不亦乐乎,7
微信,236
可以,865
过渡,16
甚至,325
…,229
开车,65
）,638
撇清,4
个,702
儿童,86
下河,2
多送,3
四处,17
究竟,67
家,276
人类,75
淡化,4
之后,361
干净,56
生活费,11
也许,65
相识,15
那头,2
游得,2
大,822
地里,10
留言,62
优质,130
路上,104
抵不过,2
作,112
负责,196
帮,84
惨案,3
已经,638
如果说,34
女,95
可爱,36
引诱,8
推荐,166
骗到,1
生灵,4
课堂,27
这,891
着想,5
对待,50
回到,115
下午,168
为江歌,1
那,341
爸爸,29
育儿,5
走人,1
失血过多,1
趁机,9
饥寒交迫,1
把,680
收成,5
埋怨,5
伸冤,3
15,326
想着,44
教,54
干什么,19
回家,95
着落,6
东莞,31
真是,76
谦谦君子,1
继续,323
野生动物,6
教育,296
们,454
精品课程,2
七田,1
下面,131
于心不忍,2
更是如此,6
还,974
这穷,1
着,625
引,26
身穿,9
谁,216
灾祸,3
被,920
一般,265
遇害,5
好奇,29
议论,9
—,384
生气,30
谁知,15
健壮,4
叫嚣,4
理他,1
场合,18
机构,242
首次,110
阿姨,16
衡量,21
闺女,7
眼里,20
明显,210
地去,9
学习,302
身边,128
及时,283
一声,32
可能,533
外界,35
失去,73
当天,117
告诉,218
喂食,2
刀,23
教会,20
游客,89
父亲,87
此时,83
饮水,8
四种,16
连续,141
天下,65
不思进取,3
心理,99
送,139
落水,9
濒临,6
邻居,30
河里,12
跑,129
成长,107
从此,44
注重,82
别人,143
没,331
能,715
人前,3
见,121
“,1436
行善,9
躲,26
并,1044
师资,12
内容,395
打算,39
见面,22
威胁,58
太过分,2
↓,52
什么样,57
一名,175
遗憾,39
肯定,133
十几,8
藏羚羊,2
考虑,162
强势,49
生理,12
恼,2
最终,260
一万块,1
警方,131
一斗,1
成功,247
一直,362
抓住机会,4
离,58
千万,87
恩,10
人家,61
不是,488
再,536
打成,7
转换,38
如果,571
四碗,1
事,250
而后,11
吃,209
地,597
的,2113
家庭教育,12
专注,40
地说,40
家教,4
付,23
再次,167
歌,26
不远处,6
暗自,10
本,243
故事,138
换,49
予取予求,1
底线,34
响起,10
老师,144
捕获,4
是因为,128
0,88
短,60
报,91
拦在,1
东西,159
一方,49
稍,20
指证,3
游过去,1
几个,161
不错,114
救救,4
后,967
环境,335
成为,490
一定,455
上岸,13
价值,177
如,347
到底,132
粗暴,12
要,994
因为,534
考察,60
17,226
东京都,5
什么,482
就是,638
监督,126
明年,34
之间,244
去,569
清楚,114
是,1576
这位,74
三碗,2
之,354
作为,514
厕所,30
妈妈,71
上前,21
无可厚非,5
务必,24
影响,392
培养,104
助人为乐,4
丈夫,39
9,398
前男友,3
互不,1
他会,14
一碗,12
十分钟,3
一家人,26
必须,291
来,731
进,112
送回,5
贪婪,7
一,682
警察,57
联系,315
要求,574
河边,7
说,732
指摘,1
惨叫,5
向着,8
以后,202
探头探脑,2
破碎,3
.,436
，,2173
声声,2
十多家,3
大人,27
防范,92
楼下,17
谈起,6
而是,182
科学,140
对,1235
刀刀,1
数亿,2
命,22
凶手,11
打,248
这样,497
跌倒,8
桦南县,5
两人,74
一些,449
错,63
米,132
失误,28
邪恶,8
感谢,67
千恩万谢,1
自私,10
既然,60
于情,1
一起,346
变成,122
怎么,259
掉,74
人性,24
富人,16
这里,257
遭遇,86
距离,107
里,433
佳木斯市,8
付出,48
悲剧,34
可是,151
真假,13
而,828
衣服,59
不幸,40
完全,209
前提,72
小朋友,30
急忙,13
end,27
孕妇,12
！,629
起来,290
以外,51
那么,358
爱心,35
安全,428
感恩戴德,1
幼儿园,48
躺,42
崩溃,26
不能,423
受到,208
三遍,6
街头,37
屋里,10
裤子,13
这个,608
简单,201
外面,52
才,414
谭某,1
同时,636
成年,7
有钱,23
得到,307
又,637
能干,9
万千,8
如何,329
猎者,1
大家,472
有些,219
一下,247
者,184
江歌,1
处于,125
次,124
岸边,11
母亲,83
乞丐,3
不许,3
非常感激,2
小孩儿,3
一瓶,12
状态,159
不停,34
二话没说,2
解决不了,8
纠缠,6
生活,417
一家,194
道,181
揪,7
犹豫,15
动作,49
在,1759
学校,214
一笔,52
叫,155
阅读,159
一位,227
骗子,29
喂,18
很快,105
白白,5
及,688
不顾一切,4
一味,20
或,684
进入,335
将,1067
自己,692
盗,8
中野,1
吗,333
善良,16
她,287
一条,135
与,1113
但是,448
一样,296
合适,61
一片,73
余地,6
始终,120
老人,92
任何人,20
该,476
万一,29
终于,115
另外,196
做,556
发怒,2
年轻,86
滚开,2
？,597
网络,299
人世间,1
常有,19
艳色,1
庆幸,12
我,679
拿出,56
保护,234
名声,11
世界,272
弱势,12
代价,30
女护士,1
恩怨,4
降下,3
家庭,181
成,227
施助者,1
问题,731
公寓楼,2
 ,1357
珍惜,29
因,330
淋雨,1
歇歇脚,6
有时候,49
呀,47
那扇,1
组织,379
没有,781
第二次,35
为了,414
”,1436
简直,51
最后,329
言传身教,2
本能,9
至,381
摇头,5
这些,535
其他,425
潜能,16
询问,68
不说,14
破财消灾,1
姑娘,24
丧生,9
伤害,81
不久,47
惊呆,12
离得,3
酸奶,8
理所当然,8
太,195
一旦,149
过错,21
两家,48
毫无,41
于是,142
你,715
爱护,16
除了,264
可见一斑,6
所有人,41
早教,4
很难,68
尽量避免,9
心想,13
拍照,37
从前,12
半信半疑,2
-,723
家人,103
心存,9
原谅,12
门口,67
更何况,14
理直气壮,3
家里,117
中国,601
虽然,331
于理,1
艰苦,27
能力,375
过,455
死者,18
些,34
友善,5
斗争,36
!,449
世间,11
接,53
只有,312
顿时,14
真,105
问题解答,3
很,659
点,292
区,250
地过,4
真的,232
以为,104
纷纷,96
课程,53
一次,353
至今,83
突然,124
它们,76
以及,499
女儿,70
收留,2
迫于,5
来自,267
瞪,7
他,613
急,29
曾,253
听到,87
多,950
时,746
时有,6
和,1635
判断,90
慷慨,4
怒吼,5
哎呀,4
买单,14
进来,42
游泳,17
解决,300
怨恨,6
自保,3
以,857
培训,174
分享,173
元,321
亲耳,2
后果,58
让,850
找,226
神秘,31
干货,14
中,1198
犯险,1
刘鑫,1
家中,61
发生,458
免费,143
、,1686
当,357
前,482
。,1983
喝斥,1
一只,45
传到,13
知道,427
事件,200
图,121
只能,189
这才,35
舆论,35
犹太人,6
求助,17
仇人,4
结果,273
480,6
出来,283
食物,46
猎杀,2
尊重,59
根本,143
感激,15
险恶,2
钱,226
老天爷,6
爱娃,1
同样,169
:,832
安眠药,2
封闭,25
粮食,20
利己主义,4
玩得,6
她家,3
笃定,4
vs,8
却,412
原文,68
帮助,246
小,473
利益,130
本来,74
3,771
快乐,55
玩,94
朋友,265
穷,14
打开门,5
就让,21
问,146
会,887
没想到,74
侦查,29
经得起,12
这时候,40
一点,216
搁,3
拖,26
寻求,54
人贩子,2
迷昏,1
奋力,19
冲过来,3
时刻,80
仇,3
进行,879
等,1292
选择,351
残忍,9
下手,16
关系,245
经验,183
更要,31
为什么,209
说明,150
：,1088
一个,920
宝贵,24
出租屋,6
讨价还价,6
抓,122
田中,2
离开,109
来说,262
远,88
回复,64
人强,1
如此,171
提供,550
到,1140
先救,1
摆脱,15
可,574
分,253
帮忙,47
死,107
觉得,258
下,782
给,704
呢,355
伟大,53
升米,2
一天,153
穷人,14
弱,30
遇到,175
请,455
精选,26
留学生,8
头发,29
打开,112
有,1448
一升米,1
种子,17
需要,560
脖子,16
你们,140
喜欢,197
反而,68
住,142
四年,40
这种,374
先,209
愿意,120
耳朵,23
更大,66
成年人,12
（,641
带,256
多处,22
对于,477
跟,274
不,1265
恩人,1
过去,194
停止,90
分校,8
现在,440
充满,79
认为,340
不放,3
飘得,1
说话,63
接近,78
有人,221
万公里,9
市场,383
持股,17
相关,556
酝酿,9
信心,82
看来,89
吸引,131
兼,47
两年,93
开始,474
余天,3
年,991
向,604
而言,87
追溯,11
有限,67
低端,8
如今,157
交易价格,5
ipo,14
预期,61
合伙,22
落实,209
降温,29
过热,11
故,39
尝到,9
年内,48
电源,34
实缴,3
cto,2
亿瓦时,1
概念股,6
材料,140
中锂,1
披露,51
电动汽车,4
由此,50
忧,7
不少,261
(,689
协调,109
　,247
招商,37
自,283
电子,96
关于,361
提到,79
80,109
虽未,4
退,37
洗牌,8
宁德,14
项目,349
明朗,5
里程,11
产业,226
联盟,76
公司,479
得,395
10,540
月份,104
重组,25
千亿元,5
设备,176
财富,58
隔膜,1
谈,71
意图,18
8,458
或许,80
案例,110
后面,70
6,521
密集,33
主导,33
积极,284
方,78
分析师,34
主要,496
真锂,1
至于,54
一出,23
300510,1
重审,2
每日,55
df318,1
进军,15
几年,99
化学,26
长安汽车,4
热议,35
狼多肉少,1
更高,26
目前,527
未,240
不断,343
雪莱,1
资深,25
电机,24
一轮,28
必争之地,1
表示,435
上面,103
反复,59
尽调,1
德茂海润,1
电解液,1
资方,3
当前,149
谈拢,2
价格,209
镇江,21
能源行业,4
大举,4
出台,106
一个多月,18
指出,199
16,204
1.18%,3
细分,14
刷新,26
》,690
董秘,1
资本,92
郭凯,1
周期,44
谈成,1
了解,437
停牌,8
分析,230
大部分,120
鸿图,1
物理,27
整个,202
完成,309
推进,324
收购价格,3
陡增,1
越来越,191
导致,292
机会,194
拟,53
锂电,3
以来,256
四大,58
31,101
销售,191
说起,38
墨柯,1
转让,39
政策,262
100%,47
风险,204
天劲,1
拍板,2
去年,203
苏州,66
需求,247
及其,115
摘要,23
并购,17
意识,169
经济,328
电气,23
业务,228
储能,2
实际上,83
谈钱,1
企业,455
标的,20
下半年,30
跨界,22
回归,50
特在,1
热衷,13
0.3855%,1
多个,159
盲目性,2
彼时,3
忍痛割爱,3
其实,299
亿元,189
sz,1
坦言,19
股东,49
矿,8
投资方,9
论坛,67
期长,1
一来,13
卓誉,1
以约,3
特别,373
是否,240
自动化,39
oc,2
资金,198
伤,29
动力电池,6
此次,187
甜头,7
聊,15
迈,3
争夺,21
基金,77
大浪淘沙,1
一致,91
后续,43
少数,30
显示,262
参股,9
能够,308
政府,250
秘书长,44
002076,1
高,410
热度,13
2015,179
今年以来,37
000625,1
吴辉,2
目录,15
终止,21
未能,47
增加,264
补贴,71
加剧,20
长期,158
约,231
出资,28
融达,1
整车,15
上市公司,38
起,319
《,692
仔细,44
一半,45
磋商,15
有意,18
计划,273
结构性,25
暴涨,13
暴露出,5
注意,272
),689
意味着,107
各家,17
发展,605
上海,224
技术,346
辅导,31
7,457
投资人,26
汽车行业,4
待,54
增,11
数据,268
集中,176
以上,422
决定,260
4.9,3
特,31
助推,25
dc,2
类似,125
观察,78
调整,169
领域,228
840,2
金冠,1
持有,59
渐渐,29
经过,285
达,214
刘彦龙,1
强检,2
谈不成,1
投资额,5
趋于,8
尝试,79
但,737
包括,360
前期,51
电池,23
份额,24
波动,27
月,1158
看好,36
设立,119
鼓励,106
难度很大,2
斯诺,2
筹划,7
说道,48
不过,259
投资,275
至少,108
收购,53
资源,202
责任编辑,156
基于,83
谨慎,34
热潮,27
未来,262
期,87
一致意见,3
预算,28
企业目录,1
临时,65
人士,97
行驶,73
的确,41
意在,9
正在,311
地方,377
多数,58
失败,51
发布,326
晚间,27
谈判,28
因素,116
达成,60
发布公告,17
总体而言,4
释放出来,6
程度,195
此外,207
剧情,18
陆续,65
产业链,55
中央政府,2
王强,1
购买,187
国内,243
获,60
尘埃落定,2
概率,43
考证,5
理性,35
接触,77
新材,2
门槛,30
左右,208
共识,34
支撑,111
公告,88
间接,32
股权,39
加上,116
投,54
有没有,92
欢喜,6
合同,89
存在,343
引发,164
上市,90
研究,265
整合,79
零部件,19
模块电源,1
原,286
锂,3
宣告,13
协议,121
横向联合,1
资产,104
过程,354
原因,303
主营,29
不确定性,14
不再,105
以前,127
值得注意,26
爆发,57
堪忧,3
对方,124
消息,179
赌,9
因此,313
井喷式,2
双方,149
此前,102
产能,29
核心部件,2
梳理,49
自然,179
落后,43
国标,6
较,265
首席,38
希望,365
关注,436
只是,291
方面,437
美拜,1
记者,386
国家,443
骗补,2
退坡,1
不可避免,14
布局,107
比如,196
变,79
股份,85
哲华,1
能否,61
号称,25
占,197
正极,3
高烧,8
更,862
长,206
5,831
2014,116
锂业,2
回报,28
逐渐,127
负极,3
5.19,3
今年,370
合伙人,19
过剩,9
标题,186
行业协会,18
神话,12
规范,184
新能源,31
签订,75
汽车,164
均,292
日,963
上演,36
做定,1
回收,24
称因,1
行业,295
仅,215
过来,80
核心,182
捷力,1
稀少,9
时代,231
因而,22
提及,27
相当,69
二来,3
麾下,4
淘汰,30
太多,27
14,255
很少,70
纳入,89
多少,163
越发,7
831437,1
尽可能,23
业绩,76
恐慌,12
估值,30
之前,274
出行,106
王宝强,4
于,628
开着,6
心情,55
指责,32
离婚案,2
依然,136
豪车,12
崩塌,3
热聊,2
年底,95
..,89
进一步,376
时尚,55
被忽视,8
更是,175
马蓉,3
众人,25
似乎,103
案件,166
前妻,8
强烈,71
拍,80
一旁,15
多次,136
光鲜,6
令,78
经历,141
转移,82
职务侵占,1
审理,48
导读,21
出轨,13
气愤,10
宋喆,1
现身,20
财产,63
沸沸扬扬,7
衣装,2
穿衣,5
看上去,20
宣判,23
少女,23
似,14
机场,63
打扮,11
像,253
退还给,1
扫一扫,6
当心,6
盯上,12
链接,48
外泄,3
页面,31
一想,6
陌生人,15
厦门市,17
做到,192
有名,12
走,298
保存,40
点开,11
这时,51
刷,39
不明,25
将位,1
数字,98
收到,110
普遍,90
码,19
张,136
弄错,1
晚报,32
跳出,6
君,21
添加,62
随即,37
小心,66
网上,160
受害人,24
手机软件,3
退钱,3
日常,104
功能,210
多想,4
日前,115
交易,116
退款,14
内,498
反,44
红包,24
搜索,65
重复,41
环节,85
现金,57
这串,1
码中,1
民警,111
商店,21
轻易,44
发现自己,26
渠道,97
发位,1
都市报,17
钱袋子,9
骗,50
紧急,60
条形码,3
微信收,1
来源,303
方便,175
小心谨慎,3
王佳昕,1
出门,44
守好,3
紧急通知,6
扫描,48
入,36
市民,155
数字编码,1
位,90
解释,107
扫,27
中心,380
直接,335
码后,2
提醒,189
数千元,1
抱歉,6
信号,114
利用,251
熟练,16
付款,23
拉黑,3
界面,22
工作,758
按,244
二维码,101
极,30
骗走,4
前天,13
圈套,5
支付,109
先生,84
语音,31
以下,270
一款,56
搜到,3
便,196
近日,213
三个,189
没法,16
账户,56
失守,4
个人账户,6
码守,1
转账,23
手机,245
不带,16
家里人,9
谎称,14
钱包,24
李金磊,1
通过,717
微,113
发红包,5
因向,1
看微信,1
一会儿,22
透露,96
楚天,2
码报,1
诈骗,58
公开,176
自从,40
矛头,5
袁立,2
聊天,34
控诉,4
作者,171
早就,43
报酬,17
过于,35
本文,145
来龙去脉,6
聊天记录,17
撕,12
一切,157
原创,66
搞,72
九宫格,1
此,201
第二轮,6
节目组,5
选,52
喷,16
章子怡,4
神神,1
演技,11
提出,300
无视,19
这件,63
够低,1
保证,198
制止,32
演员,35
开口,19
黑脸,2
黑幕,5
自言自语,2
导师,30
凭,41
舞台,36
忽悠,17
注定,23
暗讽,2
导演,39
败给,4
明星,57
难免会,16
锅,17
黑暗,20
巨大,123
截图,28
一分钱,11
第一个,83
貌似,9
工作人员,174
内定,1
老戏骨,1
失望,30
不想,83
以此,51
指向,19
评价,83
转载,96
语无伦次,3
不了,88
娱乐圈,21
要输,2
袁立手,1
出人意料,4
杨彤,1
诞生,36
接受,224
气,45
烦人,1
不差,7
推,39
今天,307
综艺节目,7
情商,8
张国立,2
输给,7
戾,1
授权,82
看过,38
?,662
套近乎,1
显眼,7
看得,2
各种,277
公之于众,2
称一,2
力劝,2
炸开,4
实力派,2
签订合同,11
看法,32
小编,113
约定,49
微博晒,4
热,79
条件,244
聒噪,1
走后门,1
名气,8
看出,51
错误,79
图片,125
不得,133
一个点,2
挑战,91
持续,255
反帅,1
叨叨,3
并且,221
清流,4
参加,278
节目,52
好戏,4
一股,38
知名演员,1
宋丹丹,1
签合同,2
举动,29
样子,68
撤,4
未经,78
敢于,31
微博,92
甩锅,2
晋级,11
微博上,12
忽略,20
行为,294
可见,49
张彤,1
老,158
搜,28
鸣不平,1
早上,66
难平,1
黑,56
袁立来,1
而且,325
典型,78
一下子,31
微信群,14
西门,12
见此,3
通知,150
拖延,11
降低,142
日至,87
登记,88
到位,83
30,373
杭春燕,1
约请,2
消费,131
套,41
各自,70
增大,21
通,54
时间,612
18715,2
106,15
定金,9
自行,71
期间,288
次日,22
购房者,8
租赁,42
售后服务,17
敦促,16
权益保护法,5
储藏室,1
奖,39
第一,296
35601,2
>,52
经济损失,25
该楼,1
上门,32
再也,56
经营者,29
全省,116
每人,26
另一方面,72
中显失,1
成本,144
下降,126
国际,268
大酒店,16
名,238
两次,61
费用,147
返修率,2
写错,3
参考价,2
20,382
重视,94
责任,233
欺诈,16
赠品,3
取得联系,12
79,11
和尚,10
维权,32
实际,239
投诉量,4
纳闷,5
沈先生,3
50%,56
由,583
规定,268
宣传,197
态势,40
包,59
场地,41
信誉,32
安徽,62
讯,69
使,280
上述,123
前来,55
江苏省,56
庙堂,1
其称,1
完好,10
产品质量,25
code,1
人工,40
每天,200
故意,44
所购,7
同比,83
29,95
或者,346
本报记者,15
差,85
advertisement,1
65132,2
和解,13
加重,23
贴,70
不上,7
平台,355
总量,36
认定,90
广告,81
答复,26
拆封,1
这天,14
启东市,7
48,43
担责,7
上半年,39
报业网,2
房地产,64
呈现,75
反馈,56
余款,5
公寓,20
公平,64
抽到,2
故障,39
颇具,13
托儿,1
一方面,77
注册,111
收取,55
店,60
500,138
新华,18
金坛,7
举办,142
件,64
缩减,12
现场,326
整卧,2
活动,427
卫生,77
合法权益,41
总,198
字,103
我国,198
快递,47
群主,5
高等,10
统计分析,2
所得,29
很大,178
服务,507
108,16
content,3
商贸城,12
虚假,52
依据,116
保健产品,2
免受,8
集体,97
免费发,1
店家,11
差价,8
由于,333
\,445
违法,135
整屋,2
21,215
倡导,34
搭建,67
消费者,119
热点,74
义务,67
单项,7
纠纷,62
投诉,70
相互,73
消法,1
听课,8
2650,2
同意,90
查验,14
接到,98
意义,118
统计表,4
自律,17
形式,171
44,36
谈话,30
修订,35
射阳县,8
质量,198
赔偿,62
写,116
比重,37
据,334
组成,114
7964,2
遂,27
月初,31
全部,248
消协,3
咋办,8
15.44%,3
难度,51
媒体,237
几则,1
移动,157
调解,32
拒接,1
推卸责任,3
几天,87
含,75
努力,227
保健知识,3
严某,2
/,412
发出,71
列为,27
退货,9
人工费,4
2020,61
IFC,1
工商,33
确认,111
创建,91
自然人,12
三包,3
75.05%,2
经,220
虽降,1
优惠活动,8
使用,404
增长,181
萌芽,7
二,236
符合,139
满意,75
网购,12
赠送,30
凡,44
45.34%,2
交清,1
第四十三条,2
射阳,5
当时,219
金坛市,7
首先,206
反映,119
十多天,1
启东,7
昨天,91
无,255
founder,1
然后,213
1000,130
电话机,2
履行,78
购房,24
壁纸,5
抽奖,7
酒店,58
错字,1
用于,116
权益,60
某,156
每套,5
共计,61
广告牌,9
售后,25
电话,215
售房,7
强化,166
19566,2
省,146
产品,302
讲解,50
拍卖,15
商品,95
商家,63
<,6
购物,53
各级,101
高难度,4
内部,119
自律意识,1
应,233
号楼,15
缩水,8
较大,111
剩余,25
则,331
协会,86
业主,41
余万元,23
警示,46
意想不到,11
三,271
据统计,28
拓宽,34
理由,73
公布,165
之二,5
三大,69
通讯,52
观念,47
99.23%,1
二楼,16
有苦,2
不实,11
光明网,3
43,35
；,488
错别字,2
马燕,1
应多加,1
B,3
说不出,8
A,3
大头,7
选登,1
广告宣传,2
诚信,63
稿源,2
第,175
之一,219
类产品,6
缺失,13
具有,304
点评,33
类,146
现如今,13
趋势,95
】,354
【,357
且,227
双方同意,1
呈,37
庙,9
之三,3
高楼,8
过关,8
报道,212
批准,87
大量,192
质疑,57
欧洲,56
支持者,8
办公,47
鸟巢,2
原则上,20
水晶,7
颁布,18
开工,55
建设,449
用途,32
设施,124
０,19
尽管,107
覆盖,135
岗位,77
市长,63
市政厅,3
展示,129
限高,2
瑞士,19
破坏,64
不到,199
时说,7
低层,11
民意调查,3
预计,134
洛当科,1
万平方米,26
摩天大楼,4
节省,21
就业机会,8
大厦,41
整座,3
官员,52
体育场,10
新思路,7
建造,31
巴黎市政府,1
阳台,15
公共,71
所,438
融合,103
９,5
开发者,7
市区,52
投票,25
批,14
占地面积,23
５,16
·,208
奥斯曼,1
融为一体,7
列入,44
庞然大物,1
住宅,40
４,8
多年,151
最近,160
古老,12
北京,276
休闲,67
新建,66
８,19
蒙,8
城市,325
浪漫,39
德默龙,1
放弃,94
外,215
强调,157
采光,4
知名,86
标志,73
效果图,7
市容,16
视野,34
12,445
当地,187
多座,5
下属,24
２,9
楼,55
大西洋,4
隐形,18
伊达尔戈,1
保持,206
非议,4
奥运会,12
风貌,10
对外,55
包含,69
耗资,5
名为,48
一项,81
除,99
式,119
主,51
名录,16
市内,14
投资者,83
３,14
永久,15
世界遗产,4
描绘成,3
带来,257
１,25
消除,75
容量,25
住宿,24
试图,35
赫然,4
强力,23
担心,99
通透,6
独具,5
极力,6
风格,60
环绕着,3
天空,28
耸立,5
氛围,98
大约,67
最大,308
林荫大道,1
三角,6
联合国教科文组织,2
非,150
周边,97
博特,1
民众,51
周边环境,6
各行各业,12
网站,147
６,16
平方米,43
元素,40
一页,17
解读,66
另有,21
％,18
大楼,14
试验,49
世纪,77
大规模,62
楼房,6
招致,15
渲染,12
须,39
不大而,1
高档,11
实验室,39
建筑师,2
反对,57
巴黎,14
介绍,317
实施,314
地产,35
一场,139
崛起,29
建筑设计,5
法国,51
世界报,1
宽,46
城市规划,9
就业,88
这座,52
尤尼百,1
高约,5
－,19
集团,219
帕尔纳斯,1
惊险,7
建设项目,30
米兰达,1
花园,35
官方网站,23
否决,5
安妮,1
获得,274
副,214
建筑业,7
毁,17
创造,122
路易,4
它,323
不曾,8
高度,137
美国,204
这一,169
商机,15
建成,129
西南部,14
设计者,2
首都,21
顾虑,11
支持,337
首座,4
设计,212
市政府,54
玻璃,37
发光,6
窄,7
取消,96
限制,112
一座,63
年前,69
采访,98
亿美元,64
拟建,3
聚合,11
赫尔佐格,1
建筑,110
西卡,1
开发商,23
灾难,16
推动,263
当地人,8
美国有线电视新闻网,4
法令,3
外立面,1
为主,135
活力,67
定于,8
三角形,5
７,17
相,63
路径,34
家门口,23
运营商,45
不如,55
实现,385
奇葩,18
之外,89
主控,1
最初,36
岂止,2
万达,19
线,103
摇滚,3
租金,18
这两块,1
最高,184
2.2,13
放在,99
不知,49
|,151
盈利,69
主投,1
26,137
虾米,2
412,4
春晚,6
大院,6
机遇,54
业内,26
最为,58
1400,7
戏曲,8
定位,89
依托,91
成绩,96
可观,5
截然不同,14
乐坛,1
高管,28
季度,16
库曲,1
背景,102
you,5
日益,43
传奇,28
扩张,36
时光,35
影城,6
于恒大,1
重点,318
成立,215
法,91
直通,8
邀请,84
稳定,190
恒,3
受到重视,1
分公司,47
参投,3
多亿元,8
贡献,102
之下,58
天天,52
专业人才,13
唱片,4
功能性,3
巨制,3
来看,184
库量,1
推广,107
469.19%,1
打造,223
而恒大,1
全国,333
29.73%,1
事实上,84
许家,9
足球,28
上座率,1
影业,3
主管,42
招股书,2
逐年,14
型,99
把关,8
共,209
快,214
高晓松,2
管理,406
近年来,113
然而,166
从而,147
全年,60
锁定,25
两位,36
合并,35
分别,265
效仿,5
五星级,9
折戟沉沙,1
各个部门,5
第二块,1
经济基础,5
唐德,3
上映,11
影视圈,2
不难,21
面纱,5
景德镇,7
意外,88
票价,15
广场,88
单有,2
德州,8
盱眙,2
音乐作品,2
破风,1
动听,5
水乳交融,1
参与,225
出品,19
电视剧,25
即使,111
截至,127
一流,50
魔幻,7
200,164
万首,1
奇幻,6
即便,61
爱奇艺,12
投入使用,19
避开,19
子公司,33
制作,117
每年,158
成恒大,1
品牌,194
两天,53
共有,81
影视,29
宋柯,1
单独,44
提高,346
天数,6
交给,39
三板,7
相当于,50
位居,18
迷笛,1
旗下,58
搭,33
突破,105
收益,55
银幕,5
业内人士,33
发行,50
22,201
六大,21
几乎,147
掌门人,2
南京,115
;,424
296,3
全资,11
这是,333
版权,129
鱼,26
绑定,19
控股,39
青春,55
关联,40
处在,32
武媚娘,1
恒大,13
难,140
常常,66
各地,134
大学,133
票房,12
hao,1
经销商,25
音乐,55
经纪,9
效益,38
恒大冰泉,1
优势,205
民乐,3
当初,39
整体,163
而成,30
现有,87
岳阳,7
对此,139
度,95
长白山,3
3.29%,1
做些,7
地位,92
掌舵,3
利润,63
例如,83
宫廷,7
官方,135
主营业务,10
竞争,85
王健林,8
人才,139
音乐会,11
不佳,16
不易,23
拆分,7
推拿,4
告别,23
离不开,27
草莓,8
资本论,4
6.75%,1
26.8%,1
而已,53
主演,19
酱油,9
运用,100
似的,17
毛利率,6
同业,10
星光,17
合拍,2
好莱坞,11
成熟,76
传出,18
互联网,177
正式,219
良好,193
浏阳,2
98,14
当下,43
效法,2
综合体,23
主打,14
印力,1
收入,159
口号,26
顶级,22
影院,10
儋州,5
已有,81
一共,25
日月,8
阿里,28
百度,84
通病,5
已死,1
演出,30
阶段,140
默认,13
为恒,1
